flag,id,enqueteur,debut,date,sexe,age,ethnie,religion,importance,commune,department,boniethnie,acotonou,Cotonou,education,malnourriture,foot,passage,form,bonivote,nordsud,garde,pereethnie,mereethnie,femmeethnie,nom,nombre,fin,RAdummy1,RAdummy2,RAdummy3,RAdummy4,male,AdjaGroup,FonGroup,YorubaGroup,NagoGroup,BaribaGroup,DendiGroup,BatamaribeGroup,YoaLokpaGroup,PeulGroup,Christian,Muslim,Animist,Religiosity,Education,WithoutFood,BeninFoot,Control,Femme,FemmeFon,ControlFemme,ControlFemmeFon,FemmeFemmeFon,BoniVote,WifeIsFon,YayiCoethnics,NonCoethnics,NonCoEthnicsFon,NonCoEthnicsCoEthnics,FonCoEthnics,pop,FonXTreatment,NagoBaribaXTreatment,MaleXTreatment
"",3077,"Karime","11:03","3/9/12","F",34,"Fon","Musulman","3","Bohicon","Zou","NSP","14",14,"5","1","Oui","Femme","Long","Non","Nord","A","Nordique","Nordique","Fon","Karime","1000","11:20",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,1,1,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",3078,"Karime","11:45","3/9/12","M",39,"Dendi","Musulman","3","Parakou","Borgou","Nago","16",16,"5","1","Oui","FonFemme","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1104","12:05",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,5,1,1,0,0,1,,1,1,1,1,0,1,0,0,,1,0,0,1
"",3079,"Karime","13:25","3/9/12","F",28,"Mina","Musulman","2","Ouidah","Atlantique","Nordique","18",18,"5","2","Oui","Bariba","Long","Non","Nord","A","Bariba","Bariba","Fon","NR","NR","13:40",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,2,1,0,0,0,,,,0,1,0,1,0,0,,0,0,0,0
"",3080,"Karime","14:05","3/9/12","M",25,"Adja","Chretien","3","Grand-Popo","Mono","NSP","NR",,"3","2","Non","Nago","Short","NA","NA","NA","Nago","Nordique","Fon","NSP","1100","14:29",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,3,2,0,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3081,"Karime","15:03","3/9/12","F",20,"Fon","Chretien","3","Cotonou","Littoral","Nordique","20",20,"1","1","Oui","FonFemme","Long","Non","Nord","A","Nordique","Nordique","Fon","Karime","1104","15:19",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,0
"",3082,"Karime","15:33","3/9/12","M",42,"Fon","Chretien","3","Abomey","Zou","Nago","20",20,"5","1","Non","Control","Long","Non","Nord","A","Nago","NSP","Fon","Kassim","1100","15:52",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,0,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",3083,"Karime","16:20","3/9/12","F",33,"Fon","Musulman","3","Savalou","Collines","Nago","13",13,"7","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Karime","1104","16:43",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,7,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",3084,"Karime","17:02","3/9/12","M",22,"Bariba","NR","NR","N'Dali","Borgou","Nago","2",2,"7","1","Oui","Nago","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1104","17:25",0,0,1,0,1,0,0,0,0,1,0,0,0,0,,,,,7,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",4073,"Patrick","8:07","3/9/12","F",27,"Yorouba","Musulman","3","Sakete","Plateau","Nago","12",12,"5","1","Non","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1100","8:24",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,1,0,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",4074,"Patrick","8:29","3/9/12","M",19,"Fon","Chretien","3","Cotonou","Littoral","Nago","19",19,"5","1","Oui","Bariba","Long","Non","Nord","A","Nago","Bariba","Fon","Patrick","1000","8:54",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",4075,"Patrick","9:07","3/9/12","F",34,"Fon","Chretien","3","Abomey","Zou","Nago","9",9,"3","2","Oui","FonFemme","Long","Non","Nord","A","Nago","Nordique","Fon","Patrick","NSP","9:28",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,2,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,0
"",4076,"Patrick","9:35","3/9/12","M",29,"Adja","Chretien","2","Gogounon","Alibori","Nago","11",11,"6","1","Oui","Control","Long","Oui","Sud","A","Nago","Bariba","Fon","Patrick","1000","9:57",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,6,1,1,1,0,0,0,0,,1,1,0,1,0,0,,1,0,0,0
"",4077,"Patrick","10:07","3/9/12","F",41,"Fon","Chretien","3","Ouidah","Atlantique","Nordique","15",15,"1","2","Oui","Nago","Short","NA","NA","NA","Nago","Nago","Fon","Patrick","1000","10:21",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",4078,"Patrick","10:30","3/9/12","M",26,"Mina","Chretien","3","Lokossa","Mono","Nago","8",8,"6","1","Non","Bariba","Long","Non","Nord","A","Nago","Bariba","Fon","Patrick","1100","11:02",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,6,1,0,0,0,0,,,,0,1,0,1,0,0,,0,0,0,0
"",4079,"Patrick","13:15","3/9/12","F",22,"Fon","Chretien","3","Seme","Oueme","Nago","7",7,"6","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1000","13:36",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",4080,"Patrick","13:44","3/9/12","M",38,"Nago","Musulman","3","Techaourou","Borgou","Nago","10",10,"7","1","Non","FonFemme","Long","Oui","Sud","A","Nago","Bariba","Fon","Patrick","1100","14:07",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,3,7,1,0,0,0,1,,1,1,1,1,1,0,,1,1,1,0,1,1
"",4081,"Patrick","14:20","3/9/12","F",47,"Fon","Chretien","3","Abomey-Calavi","Atlantique","Nordique","11",11,"1","2","Oui","Control","Long","Non","Nord","A","Nordique","Nordique","Fon","Patrick","1000","14:48",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",4082,"Patrick","14:59","3/9/12","M",21,"Fon","Chretien","2","Cotonou","Littoral","Nago","21",21,"7","1","Oui","Femme","Long","Non","Nord","A","Nago","Nago","Fon","Patrick","1104","15:27",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,7,1,1,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",4083,"Patrick","15:51","3/9/12","F",37,"Mina","Chretien","3","Djougou","Donga","Nago","19",19,"5","1","Oui","Nago","Short","NA","NA","NA","Nago","Nago","Fon","Patrick","1000","16:14",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",4084,"Patrick","16:29","3/9/12","M",36,"Fon","Chretien","3","Allada","Atlantique","Nago","9",9,"5","1","Oui","Nago","Long","Non","Nord","A","Nago","Nago","Fon","Patrick","1000","16:58",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"x",1085,"Adam","7:12","4/9/12","F",20,"Bariba","Musulman","3","Perere","Borgou","Nago","2",2,"3","1","Oui","Bariba","Long","Oui","Sud","A","Nago","Nago","Fon","Adam","1100","7:33",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"x",1086,"Adam","7:45","4/9/12","M",31,"Fon","Chretien","3","So-Ava","Atlantique","Nordique","20",20,"5","1","Oui","FonFemme","Long","Oui","Nord","A","Nago","Nago","Fon","Adam","1104","8:11",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,0,1,,1,1,1,1,0,0,1,,0,1,1,0,1
"x",1087,"Adam","8:28","4/9/12","F",44,"Goun","Chretien","3","Porto-Novo","Oueme","Bariba","16",16,"7","1","Oui","Nago","Long","Non","Nord","A","Bariba","Nago","Fon","Adam","1104","8:48",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"x",1088,"Adam","9:00","4/9/12","M",22,"Fon","Chretien","3","Ouidah","Atlantique","Nago","22",22,"6","2","Oui","Bariba","Long","Non","Nord","A","Nago","Bariba","Fon","NSP","1100","9:26",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,6,2,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"x",1089,"Adam","9:37","4/9/12","F",50,"Mina","Chretien","3","Lokossa","Mono","Nordique","6",6,"1","1","Oui","Femme","Long","Non","Nord","A","Nordique","Nago","Fon","Adam","1100","10:00",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,0,1,,0,0,1,0,1,0,0,,1,0,0,0
"x",1090,"Adam","10:26","4/9/12","M",62,"Dendi","Musulman","3","Malanville","Alibori","Nago","25",25,"2","1","Oui","Control","Long","Oui","Sud","A","Nago","Peul","Fon","Adam","NSP","10:50",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,1,1,0,0,0,0,,1,1,0,1,0,0,,1,0,0,0
"x",1091,"Adam","11:16","4/9/12","F",39,"Fon","Chretien","3","Ouidah","Atlantique","Nago","20",20,"1","2","Non","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","Adam","NSP","11:43",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"x",1092,"Adam","12:15","4/9/12","M",19,"Nago","Musulman","3","Save","Collines","Nago","4",4,"5","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Adam","1010","13:02",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,5,1,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"x",1093,"Adam","15:05","4/9/12","F",34,"Yorouba","Musulman","3","Sakete","Plateau","Nago","15",15,"1","2","Non","Femme","Long","Non","Nord","A","Nago","Nago","Fon","Adam","1000","15:28",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,0,0,1,0,1,,0,0,1,1,0,,1,1,1,0,0,0
"x",1094,"Adam","15:45","4/9/12","M",28,"Bariba","Musulman","3","Tchaourou","Borgou","Nago","5",5,"4","1","Oui","Bariba","Long","Oui","Nord","A","Nago","Nago","Fon","NSP","1000","16:15",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,4,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"x",1095,"Adam","16:31","4/9/12","F",55,"Fon","Chretien","3","Kpomasse","Atlantique","Nago","22",22,"6","1","Oui","Nago","Long","Oui","Sud","A","Nago","Nago","Fon","NSP","1000","17:00",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6,1,1,0,0,0,,,,1,1,0,0,1,,0,0,0,0,0
"x",1096,"Adam","17:10","4/9/12","M",35,"Somba","Chretien","3","Cobly","Atacora","Nago","11",11,"7","1","Oui","Nago","Short","NA","NA","NA","Nago","Nago","Fon","Adam","1400","17:31",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,7,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3085,"Karime","8:30","4/9/12","F",32,"Yorouba","Musulman","3","Porto-Novo","Oueme","Nago","8",8,"2","1","Oui","Femme","Long","Non","Nord","A","Nago","Nordique","Yorouba","Karime","1104","9:00",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,1,0,1,0,1,,0,0,0,1,0,,1,1,1,0,0,0
"",3086,"Karime","9:15","4/9/12","M",23,"Fon","Chretien","2","Cotonou","Littoral","Nordique","23",23,"5","1","Oui","Bariba","Long","Non","Nord","A","Nordique","Bariba","Fon","Karime","1000","9:35",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",3087,"Karime","9:45","4/9/12","F",43,"Yorouba","Musulman","3","Cotonou","Littoral","Yorouba","43",43,"1","1","Oui","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","Karime","1100","10:05",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",3088,"Karime","10:20","4/9/12","M",40,"Goun","Chretien","1","Ifangni","Oueme","NSP","5",5,"1","3","Non","Femme","Long","Non","Nord","A","Nordique","Nordique","Fon","NSP","1104","10:43",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",3089,"Karime","11:01","4/9/12","F",29,"Fon","Chretien","3","Cotonou","Littoral","Nago","29",29,"5","1","Oui","Control","Long","Non","Nord","A","Nago","Dendi","Fon","Karime","1104","11:25",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",3090,"Karime","11:35","4/9/12","M",42,"Yorouba","Musulman","3","Porto-Novo","Oueme","Yorouba","20",20,"3","1","Non","Bariba","Short","NA","NA","NA","Yorouba","Bariba","Fon","Karime","1000","11:53",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",3091,"Karime","13:05","4/9/12","F",25,"Mina","Chretien","3","Ouidah","Atlantique","Nordique","3",3,"1","3","Oui","Nago","Short","NA","NA","NA","Nago","Nordique","Fon","Karime","1100","13:25",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3092,"Karime","13:35","4/9/12","M",34,"Yorouba","Musulman","3","Nigeria","Nigeria","Yorouba","15",15,"5","1","Non","FonFemme","Long","Oui","Nord","A","Yorouba","Peul","Fon","Karime","1104","14:00",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,5,1,0,0,0,1,,1,1,1,1,1,0,,1,1,1,0,1,1
"",3093,"Karime","14:19","4/9/12","F",36,"Fon","Musulman","3","Cotonou","Littoral","Nago","36",36,"3","1","Non","Nago","Long","Non","Nord","A","Nago","Nago","Fon","Karime","1000","14:40",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",3094,"Karime","15:00","4/9/12","M",32,"Dendi","Musulman","2","Djougou","Donga","Nago","10",10,"7","1","Non","Bariba","Long","Oui","Sud","A","Nago","Peul","Fon","Karime","1000","15:25",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,7,1,0,0,0,0,,,,1,1,0,1,0,0,,0,0,0,0
"",3095,"Karime","15:40","4/9/12","F",25,"Goun","Chretien","3","Seme-Kpodji","Oueme","NSP","2",2,"3","1","Oui","Femme","Long","Non","Nord","A","Nordique","Nordique","Fon","Karime","1104","16:02",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,1,1,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",3096,"Karime","16:28","4/9/12","M",45,"Yorouba","Musulman","3","Cotonou","Littoral","Nago","45",45,"2","1","Oui","Nago","Long","Non","Nord","A","Nago","Nordique","Fon","Karime","104","16:49",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,0,,,,0,1,1,0,,1,1,0,0,0,0
"",4085,"Patrick","7:48","4/9/12","F",26,"Fon","Chretien","3","Cotonou","Littoral","Nago","26",26,"7","1","Non","Control","Long","Non","Nord","A","Nago","Nago","Fon","Patrick","1100","8:09",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,0,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",4086,"Patrick","8:21","4/9/12","M",37,"Fon","Chretien","3","Abomey-Calavi","Atlantique","Nago","8",8,"5","1","Non","Bariba","Long","Non","Nord","A","Nago","Bariba","Fon","Patrick","1000","8:44",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,0,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",4087,"Patrick","8:57","4/9/12","F",19,"Dendi","Musulman","3","Parakou","Borgou","Nago","2",2,"6","1","Oui","FonFemme","Long","Oui","Sud","A","Nago","Peul","Fon","Patrick","1000","9:20",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,1,1,0,0,1,,1,1,1,1,0,1,0,0,,1,0,0,0
"",4088,"Patrick","9:31","4/9/12","M",31,"Mina","Animiste","3","Allada","Atlantique","Nago","16",16,"7","1","Oui","Nago","Short","NA","NA","NA","Nago","Nago","Fon","Patrick","1100","9:49",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,7,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",4089,"Patrick","10:12","4/9/12","F",43,"Bariba","Musulman","3","Nikki","Borgou","Nago","20",20,"7","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1100","10:33",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,7,1,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",4090,"Patrick","10:55","4/9/12","M",39,"Fon","Chretien","3","Natitingou","Atacora","Nago","33",33,"7","1","Oui","Nago","Long","Oui","Sud","B","Nago","Peul","Fon","Patrick","1100","11:19",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,0,,,,1,1,0,0,1,,0,0,0,0,0
"",4091,"Patrick","13:13","4/9/12","F",34,"Fon","Chretien","3","Zangnanado","Zou","Nago","9",9,"5","1","Oui","Femme","Long","Non","Nord","A","Nago","Nago","Fon","Patrick","1000","13:30",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,1,1,0,1,0,1,,0,0,1,0,0,1,,0,1,0,0,0
"",4092,"Patrick","13:38","4/9/12","M",22,"Adja","Chretien","3","Lokossa","Mono","Nago","20",20,"1","2","Oui","FonFemme","Long","Oui","Sud","A","Nago","Nago","Fon","Patrick","NSP","14:02",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,0,0,1,,1,1,1,1,0,1,0,0,,1,0,0,1
"",4093,"Patrick","14:13","4/9/12","F",49,"Fon","Animiste","3","Dassa-Zoume","Collines","Yorouba","19",19,"6","1","Oui","Control","Long","Oui","Nord","A","Yorouba","Yorouba","Fon","Patrick","1000","14:36",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,6,1,1,1,0,0,0,0,,1,1,0,0,1,,0,1,0,0,0
"",4094,"Patrick","14:54","4/9/12","M",27,"Lokpa","Chretien","2","Natitingou","Atacora","Nago","12",12,"5","1","Non","Nago","Long","Oui","Sud","A","Nago","Peul","Fon","Patrick","1100","15:19",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,5,1,0,0,0,0,,,,1,1,0,1,0,0,,0,0,0,0
"",4095,"Patrick","15:31","4/9/12","F",21,"Fon","Chretien","3","Cotonou","Littoral","Nago","21",21,"6","1","Oui","Bariba","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1000","15:49",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6,1,1,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",4096,"Patrick","16:04","4/9/12","M",53,"Bariba","Musulman","3","Techaourou","Borgou","Nago","35",35,"6","1","Oui","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","Patrick","1000","16:31",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,6,1,1,0,0,0,,,,,1,1,0,,1,1,0,0,0,0
"",1097,"Adam","7:15","5/9/12","F",24,"Adja","Chretien","3","Djabotome","Mono","Bariba","1",1,"3","1","Oui","FonFemme","Long","Oui","Nord","A","Bariba","Nordique","Fon","Adam","1100","7:36",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,0,0,1,,1,1,1,1,0,1,0,0,,1,0,0,0
"",1098,"Adam","7:46","5/9/12","M",40,"Dendi","Musulman","3","Cotonou","Littoral","Nago","11",11,"2","1","Oui","Bariba","Short","NA","NA","NA","Nago","Nago","Fon","Adam","1500","8:18",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",1099,"Adam","8:30","5/9/12","F",22,"Fon","Chretien","3","Bohicon","Zou","Nordique","20",20,"6","2","Oui","Control","Long","Non","Nord","A","Nordique","Nordique","Fon","NSP","1104","9:01",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6,2,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",1100,"Adam","9:16","5/9/12","M",39,"Yorouba","Musulman","3","Adjara","Oueme","Nago","8",8,"1","2","Oui","FonFemme","Long","Oui","Nord","A","Nago","Nago","Fon","Adam","NSP","9:39",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,1,0,0,1,,1,1,1,1,1,0,,1,1,1,0,1,1
"",1101,"Adam","9:52","5/9/12","F",53,"Fon","Chretien","2","Abomey","Zou","Nago","18",18,"3","1","Oui","Control","Long","Non","Nord","A","Nago","Bariba","Fon","NSP","1000","10:20",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,1,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",1102,"Adam","10:40","5/9/12","M",30,"Bariba","Musulman","3","Nikki","Borgou","Nago","10",10,"7","1","Oui","Nago","Long","Oui","Nord","B","Nago","Bariba","Fon","Adam","1104","11:00",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,7,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",1103,"Adam","11:17","5/9/12","F",45,"Dompago","Musulman","3","Djougou","Donga","Bariba","8",8,"3","1","Oui","Nago","Short","NA","NA","NA","Bariba","Bariba","Fon","Adam","1800","11:40",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",1104,"Adam","12:03","5/9/12","M",71,"Fon","Chretien","3","Natitingou","Atacora","Nago","28",28,"3","1","Non","Bariba","Short","NA","NA","NA","Nago","Nago","Fon","Adam","NSP","12:33",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,,,,,1,0,0,1,,0,0,0,0,0
"",1105,"Adam","12:45","5/9/12","F",25,"Ditamari","Chretien","3","Tanguieta","Atacora","Nago","5",5,"5","1","Oui","Bariba","Long","Non","Sud","A","Nago","Bariba","Fon","Adam","1300","13:10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,5,1,1,0,0,0,,,,0,1,0,1,0,0,,0,0,0,0
"",1106,"Adam","13:22","5/9/12","M",18,"Bariba","Chretien","3","Dassa-Zoume","Collines","Nago","1",1,"5","2","Oui","Femme","Long","Oui","Sud","A","Nago","Peul","Fon","Adam","1100","13:44",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,5,2,1,0,1,0,1,,0,1,1,1,0,,1,1,1,0,0,0
"",1107,"Adam","16:03","5/9/12","F",31,"Yorouba","Musulman","3","Porto-Novo","Oueme","Nago","10",10,"7","1","Oui","Nago","Long","Non","Nord","A","Nago","Bariba","Fon","NSP","1104","16:26",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,1,1,0,0,0,,,,0,1,1,0,,1,1,0,0,0,0
"",1108,"Adam","16:39","5/9/12","M",40,"Nago","Chretien","3","Techaourou","Borgou","Nago","20",20,"4","1","Oui","Bariba","Long","Oui","Sud","A","Nago","Bariba-Peul","Fon","Adam","1100","17:04",1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,4,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",3097,"Karime","8:03","5/9/12","F",26,"Fon","Chretien","2","Abomey","Zou","Bariba","5",5,"7","1","Oui","Bariba","Long","Non","Nord","A","Bariba","Bariba","Fon","Karime","1104","8:20",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7,1,1,0,0,0,,,,0,1,0,0,1,,0,0,0,0,0
"",3098,"Karime","8:43","5/9/12","M",34,"Nago","Chretien","3","Bante","Collines","Nago","15",15,"5","1","Non","FonFemme","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1104","9:05",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,5,1,0,0,0,1,,1,1,1,1,1,0,,1,1,1,0,1,1
"",3099,"Karime","9:42","5/9/12","F",39,"Dendi","Musulman","3","Parakou","Borgou","Nago","11",11,"3","1","Oui","Nago","Short","NA","NA","NA","Nago","Bariba","Fon","Karime","1104","10:01",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,1,1,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3100,"Karime","10:28","5/9/12","M",28,"Fon","Chretien","2","Ouidah","Atlantique","Nordique","3",3,"7","1","Oui","Control","Long","Non","Nord","A","Nordique","Nordique","Fon","Karime","1104","10:43",0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,7,1,1,1,0,0,0,0,,0,1,0,0,1,,0,1,0,0,0
"",3101,"Karime","11:05","5/9/12","F",32,"Adja","Chretien","3","Come","Mono","Bariba","8",8,"1","1","Non","Bariba","Short","NA","NA","NA","Bariba","Bariba","Fon","Karime","1104","11:23",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,,,,,1,0,1,0,0,,0,0,0,0
"",3102,"Karime","11:52","5/9/12","M",29,"Bariba","Musulman","3","Kouande","Atacora","Nago","6",6,"4","1","Oui","Bariba","Long","Oui","Nord","A","Nago","Bariba","Fon","Karime","1100","12:05",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,4,1,1,0,0,0,,,,1,1,1,0,,1,1,0,0,0,0
"",3103,"Karime","13:14","5/9/12","F",22,"Fon","Chretien","3","Cotonou","Littoral","Dendi","22",22,"1","1","Oui","FonFemme","Long","Non","Nord","A","Dendi","Dendi","Fon","NSP","1100","13:34",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,1,,1,1,0,1,0,0,1,,0,1,1,0,0
"",3104,"Karime","13:55","5/9/12","M",48,"Fon","Musulman","3","Abomey-Calavi","Atlantique","NSP","5",5,"3","3","Non","Control","Long","Oui","Nord","A","Nordique","Nordique","Fon","Karime","1104","14:14",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,3,3,0,1,0,0,0,0,,1,1,0,0,1,,0,1,0,0,0
